[ 2013-12-18T09:03:40+08:00 ] /skybroad/ | SQL: SHOW COLUMNS FROM `m_system` [ RunTime:0.001718s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/mid//cid/ | SQL: SELECT * FROM `m_categorys` WHERE ( `fid` = null ) AND ( `tpl_one` <> 'one' ) ORDER BY id asc [ RunTime:0.000239s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/mid//cid/ | SQL: SHOW COLUMNS FROM `m_goods_photo` [ RunTime:0.000960s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/mid//cid/ | SQL: SELECT * FROM `m_goods_photo` WHERE ( `goods_id` = null ) [ RunTime:0.000262s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/mid//cid/ | NOTIC: [2] Invalid argument supplied for foreach() b5d18f194212fad51898e0d152bbd819.php 第 148 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/mid//cid/ | NOTIC: [8] Undefined variable: photostr b5d18f194212fad51898e0d152bbd819.php 第 155 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/mid//cid/ | NOTIC: [8] Undefined variable: titlestr b5d18f194212fad51898e0d152bbd819.php 第 156 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/mid//cid/ | NOTIC: [8] Undefined variable: idstr b5d18f194212fad51898e0d152bbd819.php 第 157 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/mid//cid/ | NOTIC: [8] Undefined index:  cid 729d018948168e2452d587085878daf1.php 第 10 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/mid//cid/ | NOTIC: [8] Undefined index:  id 729d018948168e2452d587085878daf1.php 第 11 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | SQL: SHOW COLUMNS FROM `m_goods` [ RunTime:0.001288s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | NOTIC: [8] Undefined index:  mid GoodsAction.class.php 第 13 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | NOTIC: [8] Undefined index:  cid AdminAction.class.php 第 466 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | SQL: SHOW COLUMNS FROM `m_categorys` [ RunTime:0.000871s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | SQL: SELECT `tpl_one` FROM `m_categorys` WHERE ( `id` = null ) LIMIT 1  [ RunTime:0.000240s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | NOTIC: [8] Undefined index:  id AdminAction.class.php 第 474 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | NOTIC: [8] Undefined index:  cid AdminAction.class.php 第 480 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | NOTIC: [8] Undefined variable: obj AdminAction.class.php 第 484 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | NOTIC: [8] Undefined index:  cid b5d18f194212fad51898e0d152bbd819.php 第 98 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | SQL: SHOW COLUMNS FROM `m_modelconfig` [ RunTime:0.000879s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | SQL: SELECT `modelname` FROM `m_modelconfig` WHERE id= LIMIT 1  [ RunTime:0.000173s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | NOTIC: [8] Undefined index:  mid b5d18f194212fad51898e0d152bbd819.php 第 101 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | NOTIC: [8] Undefined index:  mid b5d18f194212fad51898e0d152bbd819.php 第 113 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | SQL: SELECT * FROM `m_categorys` WHERE id= LIMIT 1  [ RunTime:0.000126s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | SQL: SELECT * FROM `m_categorys` WHERE ( `model_id` = null ) AND ( `fid` = 1 ) AND ( `tpl_one` <> 'one' ) ORDER BY id asc [ RunTime:0.000263s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | NOTIC: [2] Invalid argument supplied for foreach() function.php 第 169 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | NOTIC: [8] Undefined variable: select_id function.php 第 178 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | SQL: SELECT * FROM `m_categorys` WHERE ( `fid` = null ) AND ( `tpl_one` <> 'one' ) ORDER BY id asc [ RunTime:0.000231s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | NOTIC: [8] Undefined variable: select_id2 function.php 第 195 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | SQL: SELECT * FROM `m_categorys` WHERE ( `fid` = null ) AND ( `tpl_one` <> 'one' ) ORDER BY id asc [ RunTime:0.000236s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | SQL: SHOW COLUMNS FROM `m_goods_photo` [ RunTime:0.000915s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | SQL: SELECT * FROM `m_goods_photo` WHERE ( `goods_id` = null ) [ RunTime:0.000239s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | NOTIC: [2] Invalid argument supplied for foreach() b5d18f194212fad51898e0d152bbd819.php 第 148 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | NOTIC: [8] Undefined variable: photostr b5d18f194212fad51898e0d152bbd819.php 第 155 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | NOTIC: [8] Undefined variable: titlestr b5d18f194212fad51898e0d152bbd819.php 第 156 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | NOTIC: [8] Undefined variable: idstr b5d18f194212fad51898e0d152bbd819.php 第 157 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | NOTIC: [8] Undefined index:  cid 729d018948168e2452d587085878daf1.php 第 10 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/css/base.css | NOTIC: [8] Undefined index:  id 729d018948168e2452d587085878daf1.php 第 11 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | SQL: SHOW COLUMNS FROM `m_goods` [ RunTime:0.001171s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | NOTIC: [8] Undefined index:  mid GoodsAction.class.php 第 13 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | NOTIC: [8] Undefined index:  cid AdminAction.class.php 第 466 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | SQL: SHOW COLUMNS FROM `m_categorys` [ RunTime:0.000843s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | SQL: SELECT `tpl_one` FROM `m_categorys` WHERE ( `id` = null ) LIMIT 1  [ RunTime:0.000216s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | NOTIC: [8] Undefined index:  id AdminAction.class.php 第 474 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | NOTIC: [8] Undefined index:  cid AdminAction.class.php 第 480 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | NOTIC: [8] Undefined variable: obj AdminAction.class.php 第 484 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | NOTIC: [8] Undefined index:  cid b5d18f194212fad51898e0d152bbd819.php 第 98 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | SQL: SHOW COLUMNS FROM `m_modelconfig` [ RunTime:0.001380s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | SQL: SELECT `modelname` FROM `m_modelconfig` WHERE id= LIMIT 1  [ RunTime:0.000134s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | NOTIC: [8] Undefined index:  mid b5d18f194212fad51898e0d152bbd819.php 第 101 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | NOTIC: [8] Undefined index:  mid b5d18f194212fad51898e0d152bbd819.php 第 113 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | SQL: SELECT * FROM `m_categorys` WHERE id= LIMIT 1  [ RunTime:0.000130s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | SQL: SELECT * FROM `m_categorys` WHERE ( `model_id` = null ) AND ( `fid` = 1 ) AND ( `tpl_one` <> 'one' ) ORDER BY id asc [ RunTime:0.000306s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | NOTIC: [2] Invalid argument supplied for foreach() function.php 第 169 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | NOTIC: [8] Undefined variable: select_id function.php 第 178 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | SQL: SELECT * FROM `m_categorys` WHERE ( `fid` = null ) AND ( `tpl_one` <> 'one' ) ORDER BY id asc [ RunTime:0.000283s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | NOTIC: [8] Undefined variable: select_id2 function.php 第 195 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | SQL: SELECT * FROM `m_categorys` WHERE ( `fid` = null ) AND ( `tpl_one` <> 'one' ) ORDER BY id asc [ RunTime:0.000253s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | SQL: SHOW COLUMNS FROM `m_goods_photo` [ RunTime:0.001364s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | SQL: SELECT * FROM `m_goods_photo` WHERE ( `goods_id` = null ) [ RunTime:0.000253s ]
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | NOTIC: [2] Invalid argument supplied for foreach() b5d18f194212fad51898e0d152bbd819.php 第 148 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | NOTIC: [8] Undefined variable: photostr b5d18f194212fad51898e0d152bbd819.php 第 155 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | NOTIC: [8] Undefined variable: titlestr b5d18f194212fad51898e0d152bbd819.php 第 156 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | NOTIC: [8] Undefined variable: idstr b5d18f194212fad51898e0d152bbd819.php 第 157 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | NOTIC: [8] Undefined index:  cid 729d018948168e2452d587085878daf1.php 第 10 行.
[ 2013-12-18T09:54:11+08:00 ] /skybroad/index.php/Admin/Goods/edit/Public/ueditor/themes/default/ueditor.css | NOTIC: [8] Undefined index:  id 729d018948168e2452d587085878daf1.php 第 11 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | SQL: SHOW COLUMNS FROM `m_goods` [ RunTime:0.001342s ]
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | NOTIC: [8] Undefined index:  mid GoodsAction.class.php 第 13 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | NOTIC: [8] Undefined index:  cid AdminAction.class.php 第 466 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | SQL: SHOW COLUMNS FROM `m_categorys` [ RunTime:0.000895s ]
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | SQL: SELECT `tpl_one` FROM `m_categorys` WHERE ( `id` = null ) LIMIT 1  [ RunTime:0.000252s ]
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | NOTIC: [8] Undefined index:  id AdminAction.class.php 第 474 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | NOTIC: [8] Undefined index:  cid AdminAction.class.php 第 480 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | NOTIC: [8] Undefined variable: obj AdminAction.class.php 第 484 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | NOTIC: [8] Undefined index:  cid b5d18f194212fad51898e0d152bbd819.php 第 98 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | SQL: SHOW COLUMNS FROM `m_modelconfig` [ RunTime:0.001108s ]
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | SQL: SELECT `modelname` FROM `m_modelconfig` WHERE id= LIMIT 1  [ RunTime:0.000166s ]
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | NOTIC: [8] Undefined index:  mid b5d18f194212fad51898e0d152bbd819.php 第 101 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | NOTIC: [8] Undefined index:  mid b5d18f194212fad51898e0d152bbd819.php 第 113 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | SQL: SELECT * FROM `m_categorys` WHERE id= LIMIT 1  [ RunTime:0.000138s ]
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | SQL: SELECT * FROM `m_categorys` WHERE ( `model_id` = null ) AND ( `fid` = 1 ) AND ( `tpl_one` <> 'one' ) ORDER BY id asc [ RunTime:0.000301s ]
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | NOTIC: [2] Invalid argument supplied for foreach() function.php 第 169 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | NOTIC: [8] Undefined variable: select_id function.php 第 178 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | SQL: SELECT * FROM `m_categorys` WHERE ( `fid` = null ) AND ( `tpl_one` <> 'one' ) ORDER BY id asc [ RunTime:0.000245s ]
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | NOTIC: [8] Undefined variable: select_id2 function.php 第 195 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | SQL: SELECT * FROM `m_categorys` WHERE ( `fid` = null ) AND ( `tpl_one` <> 'one' ) ORDER BY id asc [ RunTime:0.000240s ]
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | SQL: SHOW COLUMNS FROM `m_goods_photo` [ RunTime:0.000944s ]
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | SQL: SELECT * FROM `m_goods_photo` WHERE ( `goods_id` = null ) [ RunTime:0.000307s ]
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | NOTIC: [2] Invalid argument supplied for foreach() b5d18f194212fad51898e0d152bbd819.php 第 148 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | NOTIC: [8] Undefined variable: photostr b5d18f194212fad51898e0d152bbd819.php 第 155 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | NOTIC: [8] Undefined variable: titlestr b5d18f194212fad51898e0d152bbd819.php 第 156 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | NOTIC: [8] Undefined variable: idstr b5d18f194212fad51898e0d152bbd819.php 第 157 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | NOTIC: [8] Undefined index:  cid 729d018948168e2452d587085878daf1.php 第 10 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/jquery-1.7.1.min.js | NOTIC: [8] Undefined index:  id 729d018948168e2452d587085878daf1.php 第 11 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | SQL: SHOW COLUMNS FROM `m_goods` [ RunTime:0.001390s ]
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | NOTIC: [8] Undefined index:  mid GoodsAction.class.php 第 13 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | NOTIC: [8] Undefined index:  cid AdminAction.class.php 第 466 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | SQL: SHOW COLUMNS FROM `m_categorys` [ RunTime:0.001502s ]
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | SQL: SELECT `tpl_one` FROM `m_categorys` WHERE ( `id` = null ) LIMIT 1  [ RunTime:0.000289s ]
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | NOTIC: [8] Undefined index:  id AdminAction.class.php 第 474 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | NOTIC: [8] Undefined index:  cid AdminAction.class.php 第 480 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | NOTIC: [8] Undefined variable: obj AdminAction.class.php 第 484 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | NOTIC: [8] Undefined index:  cid b5d18f194212fad51898e0d152bbd819.php 第 98 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | SQL: SHOW COLUMNS FROM `m_modelconfig` [ RunTime:0.000956s ]
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | SQL: SELECT `modelname` FROM `m_modelconfig` WHERE id= LIMIT 1  [ RunTime:0.000149s ]
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | NOTIC: [8] Undefined index:  mid b5d18f194212fad51898e0d152bbd819.php 第 101 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | NOTIC: [8] Undefined index:  mid b5d18f194212fad51898e0d152bbd819.php 第 113 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | SQL: SELECT * FROM `m_categorys` WHERE id= LIMIT 1  [ RunTime:0.000124s ]
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | SQL: SELECT * FROM `m_categorys` WHERE ( `model_id` = null ) AND ( `fid` = 1 ) AND ( `tpl_one` <> 'one' ) ORDER BY id asc [ RunTime:0.000276s ]
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | NOTIC: [2] Invalid argument supplied for foreach() function.php 第 169 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | NOTIC: [8] Undefined variable: select_id function.php 第 178 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | SQL: SELECT * FROM `m_categorys` WHERE ( `fid` = null ) AND ( `tpl_one` <> 'one' ) ORDER BY id asc [ RunTime:0.000235s ]
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | NOTIC: [8] Undefined variable: select_id2 function.php 第 195 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | SQL: SELECT * FROM `m_categorys` WHERE ( `fid` = null ) AND ( `tpl_one` <> 'one' ) ORDER BY id asc [ RunTime:0.000227s ]
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | SQL: SHOW COLUMNS FROM `m_goods_photo` [ RunTime:0.000910s ]
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | SQL: SELECT * FROM `m_goods_photo` WHERE ( `goods_id` = null ) [ RunTime:0.000242s ]
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | NOTIC: [2] Invalid argument supplied for foreach() b5d18f194212fad51898e0d152bbd819.php 第 148 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | NOTIC: [8] Undefined variable: photostr b5d18f194212fad51898e0d152bbd819.php 第 155 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | NOTIC: [8] Undefined variable: titlestr b5d18f194212fad51898e0d152bbd819.php 第 156 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | NOTIC: [8] Undefined variable: idstr b5d18f194212fad51898e0d152bbd819.php 第 157 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | NOTIC: [8] Undefined index:  cid 729d018948168e2452d587085878daf1.php 第 10 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/base.js | NOTIC: [8] Undefined index:  id 729d018948168e2452d587085878daf1.php 第 11 行.
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/edit.js | SQL: SHOW COLUMNS FROM `m_goods` [ RunTime:0.001224s ]
[ 2013-12-18T09:54:12+08:00 ] /skybroad/index.php/Admin/Goods/edit/App/Tpl/default/Admin/Public/js/edit.js | NOTIC: [8] Undefined index:  mid GoodsAction.class.php 第 13 行.
