[ 2013-12-27T15:42:07+08:00 ] /skybroad/ | SQL: SHOW COLUMNS FROM `m_system` [ RunTime:0.001774s ]
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/Index/main | SQL: SHOW COLUMNS FROM `m_modelconfig` [ RunTime:0.000956s ]
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/Index/main | SQL: SELECT * FROM `m_modelconfig` WHERE is_sel=1 ORDER BY id asc [ RunTime:0.000377s ]
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined index:  mid SystemAction.class.php 第 12 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | SQL: SHOW COLUMNS FROM `m_system` [ RunTime:0.001501s ]
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | SQL: SELECT * FROM `m_system` LIMIT 1  [ RunTime:0.000264s ]
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Use of undefined constant SCRIPT_FILENAME - assumed 'SCRIPT_FILENAME' SystemAction.class.php 第 64 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 80 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 80 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 80 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 80 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:00+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 80 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 80 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:01+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-27T17:10:02+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 80 行.
