[ 2013-12-19T09:12:24+08:00 ] /skybroad/index.php/Mobile/Ajaxload/index_advajaxload?_=1387415541805 | SQL: SHOW COLUMNS FROM `m_system` [ RunTime:0.001794s ]
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 80 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 80 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 80 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 80 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 80 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:25+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Mobile/Ajaxload/index_advajaxload?_=1387415544454 | SQL: SHOW COLUMNS FROM `m_system` [ RunTime:0.001427s ]
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Mobile/Ajaxload/index_advajaxload?_=1387415544454 | SQL: SELECT * FROM `m_system` LIMIT 1  [ RunTime:0.000249s ]
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Mobile/Ajaxload/index_advajaxload?_=1387415544454 | SQL: SHOW COLUMNS FROM `m_advert` [ RunTime:0.001103s ]
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Mobile/Ajaxload/index_advajaxload?_=1387415544454 | SQL: SELECT * FROM `m_advert` ORDER BY id asc LIMIT 5  [ RunTime:0.000267s ]
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Mobile/Ajaxload/index_advajaxload?_=1387415544454 | NOTIC: [8] Undefined variable: str AjaxloadAction.class.php 第 65 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined index:  mid SystemAction.class.php 第 12 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | SQL: SHOW COLUMNS FROM `m_system` [ RunTime:0.001468s ]
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | SQL: SELECT * FROM `m_system` LIMIT 1  [ RunTime:0.000260s ]
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Use of undefined constant SCRIPT_FILENAME - assumed 'SCRIPT_FILENAME' SystemAction.class.php 第 64 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 80 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 80 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 80 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 80 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 80 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:26+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 80 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
